model,trial_id,fold,dataset,random_seed,base_seed,train_acc,val_acc,test_acc,elapsed_time,file_path,generalization_gap,_agg_trial,hyperparameters,max_depth,actual_depth,n_leaves,failed,model_clean
CART,70,2,eye-state,112,42,0.680431,0.67223,0.666222,0.021763,external_results.csv,0.014209000000000027,70,"{""ccp_alpha"": 0.001, ""criterion"": ""gini"", ""max_depth"": 5, ""min_impurity_decrease"": 0.01, ""min_samples_leaf"": 25, ""min_samples_split"": 2}",5.0,4,5,0,cart
CART,12,0,eye-state,54,42,0.629887,0.623498,0.619159,0.012309,external_results.csv,0.01072799999999996,12,"{""ccp_alpha"": 0.001, ""criterion"": ""gini"", ""max_depth"": 2, ""min_impurity_decrease"": 0.001, ""min_samples_leaf"": 10, ""min_samples_split"": 4}",2.0,2,4,0,cart
CART,101,2,eye-state,143,42,0.649723,0.637517,0.625834,0.026114,external_results.csv,0.02388900000000005,101,"{""ccp_alpha"": 0.0, ""criterion"": ""entropy"", ""max_depth"": 4, ""min_impurity_decrease"": 0.01, ""min_samples_leaf"": 22, ""min_samples_split"": 8}",4.0,4,7,0,cart
CART,125,3,eye-state,167,42,0.706275,0.70227,0.691923,0.023108,external_results.csv,0.014352000000000031,125,"{""ccp_alpha"": 0.005, ""criterion"": ""entropy"", ""max_depth"": 4, ""min_impurity_decrease"": 0.001, ""min_samples_leaf"": 32, ""min_samples_split"": 2}",4.0,4,12,0,cart
CART,63,0,eye-state,105,42,0.629887,0.623498,0.619159,0.015194,external_results.csv,0.01072799999999996,63,"{""ccp_alpha"": 0.005, ""criterion"": ""gini"", ""max_depth"": 2, ""min_impurity_decrease"": 0.01, ""min_samples_leaf"": 32, ""min_samples_split"": 16}",2.0,2,4,0,cart
CART,189,1,eye-state,231,42,0.628552,0.618158,0.625501,0.015399,external_results.csv,0.003051000000000026,189,"{""ccp_alpha"": 0.0005, ""criterion"": ""gini"", ""max_depth"": 2, ""min_impurity_decrease"": 0.01, ""min_samples_leaf"": 4, ""min_samples_split"": 8}",2.0,2,3,0,cart
CART,6,3,eye-state,48,42,0.697311,0.696262,0.684913,0.022501,external_results.csv,0.01239800000000002,6,"{""ccp_alpha"": 0.005, ""criterion"": ""gini"", ""max_depth"": 4, ""min_impurity_decrease"": 0.001, ""min_samples_leaf"": 16, ""min_samples_split"": 4}",4.0,4,9,0,cart
CART,68,2,eye-state,110,42,0.702365,0.681575,0.692256,0.034169,external_results.csv,0.010109000000000035,68,"{""ccp_alpha"": 0.0001, ""criterion"": ""entropy"", ""max_depth"": 5, ""min_impurity_decrease"": 0.001, ""min_samples_leaf"": 21, ""min_samples_split"": 32}",5.0,5,23,0,cart
CART,62,4,eye-state,104,42,0.675281,0.676235,0.66255,0.024533,external_results.csv,0.012731000000000048,62,"{""ccp_alpha"": 0.0001, ""criterion"": ""entropy"", ""max_depth"": 3, ""min_impurity_decrease"": 0.005, ""min_samples_leaf"": 11, ""min_samples_split"": 32}",3.0,3,7,0,cart
CART,151,1,eye-state,193,42,0.712951,0.700935,0.696262,0.03078,external_results.csv,0.016688999999999954,151,"{""ccp_alpha"": 0.001, ""criterion"": ""entropy"", ""max_depth"": 5, ""min_impurity_decrease"": 0.0001, ""min_samples_leaf"": 27, ""min_samples_split"": 8}",5.0,5,23,0,cart
CART,115,2,eye-state,157,42,0.657448,0.654206,0.65721,0.01633,external_results.csv,0.0002380000000000715,115,"{""ccp_alpha"": 0.0005, ""criterion"": ""gini"", ""max_depth"": 3, ""min_impurity_decrease"": 0.01, ""min_samples_leaf"": 27, ""min_samples_split"": 4}",3.0,3,4,0,cart
CART,27,0,eye-state,69,42,0.704558,0.674232,0.681575,0.032752,external_results.csv,0.022982999999999976,27,"{""ccp_alpha"": 0.005, ""criterion"": ""gini"", ""max_depth"": 6, ""min_impurity_decrease"": 0.001, ""min_samples_leaf"": 22, ""min_samples_split"": 8}",6.0,5,12,0,cart
CART,160,3,eye-state,202,42,0.758344,0.731642,0.731976,0.039808,external_results.csv,0.026368000000000058,160,"{""ccp_alpha"": 0.0001, ""criterion"": ""gini"", ""max_depth"": 6, ""min_impurity_decrease"": 0.0005, ""min_samples_leaf"": 14, ""min_samples_split"": 4}",6.0,6,37,0,cart
CART,140,1,eye-state,182,42,0.683578,0.6749,0.667557,0.027327,external_results.csv,0.016021000000000063,140,"{""ccp_alpha"": 0.0, ""criterion"": ""entropy"", ""max_depth"": 4, ""min_impurity_decrease"": 0.0001, ""min_samples_leaf"": 2, ""min_samples_split"": 2}",4.0,4,13,0,cart
CART,122,2,eye-state,164,42,0.650296,0.640187,0.649533,0.025389,external_results.csv,0.0007629999999999582,122,"{""ccp_alpha"": 0.0, ""criterion"": ""entropy"", ""max_depth"": 3, ""min_impurity_decrease"": 0.0005, ""min_samples_leaf"": 4, ""min_samples_split"": 2}",3.0,3,7,0,cart
CART,8,0,eye-state,50,42,0.679859,0.648865,0.645861,0.023566,external_results.csv,0.03399799999999997,8,"{""ccp_alpha"": 0.005, ""criterion"": ""entropy"", ""max_depth"": 4, ""min_impurity_decrease"": 0.01, ""min_samples_leaf"": 23, ""min_samples_split"": 16}",4.0,4,10,0,cart
CART,36,0,eye-state,78,42,0.679859,0.648865,0.645861,0.022914,external_results.csv,0.03399799999999997,36,"{""ccp_alpha"": 0.0, ""criterion"": ""entropy"", ""max_depth"": 4, ""min_impurity_decrease"": 0.01, ""min_samples_leaf"": 7, ""min_samples_split"": 8}",4.0,4,10,0,cart
CART,94,0,eye-state,136,42,0.629887,0.623498,0.619159,0.014812,external_results.csv,0.01072799999999996,94,"{""ccp_alpha"": 0.0, ""criterion"": ""entropy"", ""max_depth"": 2, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 20, ""min_samples_split"": 2}",2.0,2,4,0,cart
CART,109,0,eye-state,151,42,0.679859,0.648865,0.645861,0.032295,external_results.csv,0.03399799999999997,109,"{""ccp_alpha"": 0.01, ""criterion"": ""entropy"", ""max_depth"": 5, ""min_impurity_decrease"": 0.0005, ""min_samples_leaf"": 32, ""min_samples_split"": 8}",5.0,5,11,0,cart
CART,120,1,eye-state,162,42,0.712951,0.700935,0.696262,0.028547,external_results.csv,0.016688999999999954,120,"{""ccp_alpha"": 0.0001, ""criterion"": ""entropy"", ""max_depth"": 5, ""min_impurity_decrease"": 0.0001, ""min_samples_leaf"": 29, ""min_samples_split"": 2}",5.0,5,23,0,cart
CART,16,3,eye-state,58,42,0.668129,0.658211,0.651869,0.017496,external_results.csv,0.01625999999999994,16,"{""ccp_alpha"": 0.01, ""criterion"": ""entropy"", ""max_depth"": 3, ""min_impurity_decrease"": 0.01, ""min_samples_leaf"": 19, ""min_samples_split"": 4}",3.0,3,6,0,cart
CART,77,2,eye-state,119,42,0.693305,0.682911,0.681909,0.024925,external_results.csv,0.011395999999999962,77,"{""ccp_alpha"": 0.001, ""criterion"": ""gini"", ""max_depth"": 6, ""min_impurity_decrease"": 0.005, ""min_samples_leaf"": 20, ""min_samples_split"": 32}",6.0,4,8,0,cart
CART,197,2,eye-state,239,42,0.703509,0.683578,0.693925,0.031588,external_results.csv,0.009584000000000037,197,"{""ccp_alpha"": 0.0001, ""criterion"": ""entropy"", ""max_depth"": 5, ""min_impurity_decrease"": 0.0001, ""min_samples_leaf"": 8, ""min_samples_split"": 2}",5.0,5,25,0,cart
CART,162,1,eye-state,204,42,0.70885,0.697597,0.692256,0.030004,external_results.csv,0.016593999999999998,162,"{""ccp_alpha"": 0.0001, ""criterion"": ""entropy"", ""max_depth"": 5, ""min_impurity_decrease"": 0.005, ""min_samples_leaf"": 29, ""min_samples_split"": 8}",5.0,5,16,0,cart
CART,122,1,eye-state,164,42,0.66584,0.661549,0.656876,0.017554,external_results.csv,0.008963999999999972,122,"{""ccp_alpha"": 0.0, ""criterion"": ""entropy"", ""max_depth"": 3, ""min_impurity_decrease"": 0.0005, ""min_samples_leaf"": 4, ""min_samples_split"": 2}",3.0,3,7,0,cart
CART,98,2,eye-state,140,42,0.687679,0.666222,0.67223,0.0288,external_results.csv,0.015449000000000046,98,"{""ccp_alpha"": 0.01, ""criterion"": ""entropy"", ""max_depth"": 5, ""min_impurity_decrease"": 0.001, ""min_samples_leaf"": 23, ""min_samples_split"": 16}",5.0,5,8,0,cart
CART,98,1,eye-state,140,42,0.690063,0.68024,0.67223,0.032401,external_results.csv,0.017832999999999988,98,"{""ccp_alpha"": 0.01, ""criterion"": ""entropy"", ""max_depth"": 5, ""min_impurity_decrease"": 0.001, ""min_samples_leaf"": 23, ""min_samples_split"": 16}",5.0,5,8,0,cart
CART,156,3,eye-state,198,42,0.630936,0.622163,0.612817,0.011948,external_results.csv,0.018119000000000107,156,"{""ccp_alpha"": 0.005, ""criterion"": ""gini"", ""max_depth"": 2, ""min_impurity_decrease"": 0.005, ""min_samples_leaf"": 30, ""min_samples_split"": 16}",2.0,2,4,0,cart
CART,141,3,eye-state,183,42,0.692924,0.692924,0.679239,0.026098,external_results.csv,0.013684999999999947,141,"{""ccp_alpha"": 0.0001, ""criterion"": ""entropy"", ""max_depth"": 5, ""min_impurity_decrease"": 0.01, ""min_samples_leaf"": 29, ""min_samples_split"": 32}",5.0,4,8,0,cart
CART,78,2,eye-state,120,42,0.66708,0.668224,0.667891,0.023647,external_results.csv,0.0008110000000000062,78,"{""ccp_alpha"": 0.001, ""criterion"": ""gini"", ""max_depth"": 3, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 8, ""min_samples_split"": 32}",3.0,3,7,0,cart
CART,67,2,eye-state,109,42,0.687679,0.666222,0.67223,0.042291,external_results.csv,0.015449000000000046,67,"{""ccp_alpha"": 0.0005, ""criterion"": ""entropy"", ""max_depth"": 5, ""min_impurity_decrease"": 0.01, ""min_samples_leaf"": 11, ""min_samples_split"": 8}",5.0,5,8,0,cart
CART,4,0,eye-state,46,42,0.672993,0.64219,0.642857,0.023897,external_results.csv,0.03013599999999994,4,"{""ccp_alpha"": 0.001, ""criterion"": ""entropy"", ""max_depth"": 3, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 8, ""min_samples_split"": 32}",3.0,3,8,0,cart
CART,97,4,eye-state,139,42,0.636849,0.634179,0.632176,0.011965,external_results.csv,0.004673000000000038,97,"{""ccp_alpha"": 0.001, ""criterion"": ""gini"", ""max_depth"": 2, ""min_impurity_decrease"": 0.001, ""min_samples_leaf"": 25, ""min_samples_split"": 8}",2.0,2,4,0,cart
CART,185,3,eye-state,227,42,0.624833,0.616822,0.605808,0.013363,external_results.csv,0.01902499999999996,185,"{""ccp_alpha"": 0.01, ""criterion"": ""gini"", ""max_depth"": 2, ""min_impurity_decrease"": 0.0005, ""min_samples_leaf"": 9, ""min_samples_split"": 8}",2.0,2,3,0,cart
CART,178,4,eye-state,220,42,0.740702,0.732977,0.70761,0.035252,external_results.csv,0.03309200000000001,178,"{""ccp_alpha"": 0.0001, ""criterion"": ""entropy"", ""max_depth"": 6, ""min_impurity_decrease"": 0.0001, ""min_samples_leaf"": 19, ""min_samples_split"": 32}",6.0,6,44,0,cart
CART,96,0,eye-state,138,42,0.689586,0.667557,0.671228,0.026847,external_results.csv,0.018357999999999985,96,"{""ccp_alpha"": 0.0005, ""criterion"": ""entropy"", ""max_depth"": 4, ""min_impurity_decrease"": 0.005, ""min_samples_leaf"": 24, ""min_samples_split"": 8}",4.0,4,12,0,cart
CART,69,3,eye-state,111,42,0.697311,0.696262,0.684913,0.024873,external_results.csv,0.01239800000000002,69,"{""ccp_alpha"": 0.005, ""criterion"": ""gini"", ""max_depth"": 4, ""min_impurity_decrease"": 0.0001, ""min_samples_leaf"": 24, ""min_samples_split"": 2}",4.0,4,9,0,cart
CART,143,2,eye-state,185,42,0.657448,0.654206,0.65721,0.017568,external_results.csv,0.0002380000000000715,143,"{""ccp_alpha"": 0.01, ""criterion"": ""gini"", ""max_depth"": 3, ""min_impurity_decrease"": 0.001, ""min_samples_leaf"": 29, ""min_samples_split"": 4}",3.0,3,4,0,cart
CART,18,4,eye-state,60,42,0.631509,0.619493,0.62717,0.011819,external_results.csv,0.004338999999999982,18,"{""ccp_alpha"": 0.01, ""criterion"": ""gini"", ""max_depth"": 2, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 13, ""min_samples_split"": 4}",2.0,2,3,0,cart
CART,88,3,eye-state,130,42,0.671944,0.659546,0.65721,0.020741,external_results.csv,0.014734000000000025,88,"{""ccp_alpha"": 0.005, ""criterion"": ""entropy"", ""max_depth"": 3, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 12, ""min_samples_split"": 8}",3.0,3,7,0,cart
CART,195,0,eye-state,237,42,0.672993,0.64219,0.642857,0.017319,external_results.csv,0.03013599999999994,195,"{""ccp_alpha"": 0.01, ""criterion"": ""entropy"", ""max_depth"": 3, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 7, ""min_samples_split"": 8}",3.0,3,7,0,cart
CART,17,4,eye-state,59,42,0.636849,0.634179,0.632176,0.0127,external_results.csv,0.004673000000000038,17,"{""ccp_alpha"": 0.001, ""criterion"": ""entropy"", ""max_depth"": 2, ""min_impurity_decrease"": 0.005, ""min_samples_leaf"": 24, ""min_samples_split"": 8}",2.0,2,4,0,cart
CART,138,1,eye-state,180,42,0.697215,0.698264,0.686916,0.022389,external_results.csv,0.010299000000000058,138,"{""ccp_alpha"": 0.0005, ""criterion"": ""gini"", ""max_depth"": 4, ""min_impurity_decrease"": 0.005, ""min_samples_leaf"": 19, ""min_samples_split"": 8}",4.0,4,8,0,cart
CART,195,3,eye-state,237,42,0.668129,0.658211,0.651869,0.017534,external_results.csv,0.01625999999999994,195,"{""ccp_alpha"": 0.01, ""criterion"": ""entropy"", ""max_depth"": 3, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 7, ""min_samples_split"": 8}",3.0,3,6,0,cart
CART,87,2,eye-state,129,42,0.737364,0.712283,0.720961,0.037152,external_results.csv,0.016403000000000056,87,"{""ccp_alpha"": 0.005, ""criterion"": ""entropy"", ""max_depth"": 6, ""min_impurity_decrease"": 0.0001, ""min_samples_leaf"": 6, ""min_samples_split"": 4}",6.0,6,22,0,cart
CART,31,1,eye-state,73,42,0.66584,0.661549,0.656876,0.018929,external_results.csv,0.008963999999999972,31,"{""ccp_alpha"": 0.0, ""criterion"": ""entropy"", ""max_depth"": 3, ""min_impurity_decrease"": 0.0001, ""min_samples_leaf"": 26, ""min_samples_split"": 8}",3.0,3,7,0,cart
CART,119,4,eye-state,161,42,0.675281,0.676235,0.66255,0.018562,external_results.csv,0.012731000000000048,119,"{""ccp_alpha"": 0.0005, ""criterion"": ""entropy"", ""max_depth"": 3, ""min_impurity_decrease"": 0.005, ""min_samples_leaf"": 20, ""min_samples_split"": 8}",3.0,3,7,0,cart
CART,12,1,eye-state,54,42,0.634846,0.625501,0.630841,0.011776,external_results.csv,0.004005000000000036,12,"{""ccp_alpha"": 0.001, ""criterion"": ""gini"", ""max_depth"": 2, ""min_impurity_decrease"": 0.001, ""min_samples_leaf"": 10, ""min_samples_split"": 4}",2.0,2,4,0,cart
CART,175,3,eye-state,217,42,0.696739,0.694259,0.684579,0.034882,external_results.csv,0.012159999999999949,175,"{""ccp_alpha"": 0.01, ""criterion"": ""entropy"", ""max_depth"": 5, ""min_impurity_decrease"": 0.005, ""min_samples_leaf"": 32, ""min_samples_split"": 32}",5.0,4,10,0,cart
CART,65,1,eye-state,107,42,0.697215,0.698264,0.686916,0.022345,external_results.csv,0.010299000000000058,65,"{""ccp_alpha"": 0.005, ""criterion"": ""gini"", ""max_depth"": 4, ""min_impurity_decrease"": 0.0005, ""min_samples_leaf"": 30, ""min_samples_split"": 16}",4.0,4,8,0,cart
CART,25,1,eye-state,67,42,0.683578,0.6749,0.667557,0.024192,external_results.csv,0.016021000000000063,25,"{""ccp_alpha"": 0.0005, ""criterion"": ""entropy"", ""max_depth"": 4, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 18, ""min_samples_split"": 8}",4.0,4,13,0,cart
CART,113,3,eye-state,155,42,0.672516,0.661549,0.657543,0.017001,external_results.csv,0.014973000000000014,113,"{""ccp_alpha"": 0.001, ""criterion"": ""gini"", ""max_depth"": 3, ""min_impurity_decrease"": 0.005, ""min_samples_leaf"": 32, ""min_samples_split"": 4}",3.0,3,7,0,cart
CART,124,2,eye-state,166,42,0.703891,0.683578,0.694927,0.029248,external_results.csv,0.008964000000000083,124,"{""ccp_alpha"": 0.0001, ""criterion"": ""entropy"", ""max_depth"": 5, ""min_impurity_decrease"": 0.0001, ""min_samples_leaf"": 2, ""min_samples_split"": 16}",5.0,5,25,0,cart
CART,27,3,eye-state,69,42,0.709422,0.718291,0.699933,0.035862,external_results.csv,0.00948899999999997,27,"{""ccp_alpha"": 0.005, ""criterion"": ""gini"", ""max_depth"": 6, ""min_impurity_decrease"": 0.001, ""min_samples_leaf"": 22, ""min_samples_split"": 8}",6.0,6,11,0,cart
CART,186,3,eye-state,228,42,0.70885,0.70494,0.694259,0.03814,external_results.csv,0.01459100000000002,186,"{""ccp_alpha"": 0.0001, ""criterion"": ""entropy"", ""max_depth"": 4, ""min_impurity_decrease"": 0.0005, ""min_samples_leaf"": 19, ""min_samples_split"": 16}",4.0,4,13,0,cart
CART,123,0,eye-state,165,42,0.717242,0.678905,0.700601,0.028962,external_results.csv,0.016641000000000017,123,"{""ccp_alpha"": 0.001, ""criterion"": ""entropy"", ""max_depth"": 5, ""min_impurity_decrease"": 0.001, ""min_samples_leaf"": 29, ""min_samples_split"": 8}",5.0,5,28,0,cart
CART,56,4,eye-state,98,42,0.631509,0.619493,0.62717,0.012363,external_results.csv,0.004338999999999982,56,"{""ccp_alpha"": 0.001, ""criterion"": ""gini"", ""max_depth"": 2, ""min_impurity_decrease"": 0.01, ""min_samples_leaf"": 24, ""min_samples_split"": 32}",2.0,2,3,0,cart
CART,175,1,eye-state,217,42,0.690063,0.68024,0.67223,0.03419,external_results.csv,0.017832999999999988,175,"{""ccp_alpha"": 0.01, ""criterion"": ""entropy"", ""max_depth"": 5, ""min_impurity_decrease"": 0.005, ""min_samples_leaf"": 32, ""min_samples_split"": 32}",5.0,5,8,0,cart
CART,139,1,eye-state,181,42,0.663075,0.657543,0.6502,0.025677,external_results.csv,0.01287499999999997,139,"{""ccp_alpha"": 0.01, ""criterion"": ""entropy"", ""max_depth"": 4, ""min_impurity_decrease"": 0.001, ""min_samples_leaf"": 29, ""min_samples_split"": 16}",4.0,4,7,0,cart
CART,108,4,eye-state,150,42,0.694354,0.70227,0.670227,0.024768,external_results.csv,0.02412700000000001,108,"{""ccp_alpha"": 0.0001, ""criterion"": ""entropy"", ""max_depth"": 5, ""min_impurity_decrease"": 0.01, ""min_samples_leaf"": 19, ""min_samples_split"": 2}",5.0,4,8,0,cart
CART,83,3,eye-state,125,42,0.672516,0.661549,0.657543,0.019865,external_results.csv,0.014973000000000014,83,"{""ccp_alpha"": 0.0001, ""criterion"": ""gini"", ""max_depth"": 3, ""min_impurity_decrease"": 0.0005, ""min_samples_leaf"": 4, ""min_samples_split"": 32}",3.0,3,7,0,cart
CART,104,1,eye-state,146,42,0.663075,0.657543,0.6502,0.026056,external_results.csv,0.01287499999999997,104,"{""ccp_alpha"": 0.01, ""criterion"": ""entropy"", ""max_depth"": 4, ""min_impurity_decrease"": 0.0005, ""min_samples_leaf"": 16, ""min_samples_split"": 32}",4.0,4,7,0,cart
CART,144,0,eye-state,186,42,0.753767,0.722296,0.741322,0.040196,external_results.csv,0.012444999999999928,144,"{""ccp_alpha"": 0.0005, ""criterion"": ""gini"", ""max_depth"": 6, ""min_impurity_decrease"": 0.001, ""min_samples_leaf"": 2, ""min_samples_split"": 8}",6.0,6,34,0,cart
CART,156,1,eye-state,198,42,0.634846,0.625501,0.630841,0.011823,external_results.csv,0.004005000000000036,156,"{""ccp_alpha"": 0.005, ""criterion"": ""gini"", ""max_depth"": 2, ""min_impurity_decrease"": 0.005, ""min_samples_leaf"": 30, ""min_samples_split"": 16}",2.0,2,4,0,cart
CART,44,2,eye-state,86,42,0.703891,0.684246,0.694259,0.036082,external_results.csv,0.009632000000000085,44,"{""ccp_alpha"": 0.0, ""criterion"": ""entropy"", ""max_depth"": 5, ""min_impurity_decrease"": 0.0001, ""min_samples_leaf"": 6, ""min_samples_split"": 16}",5.0,5,25,0,cart
CART,64,2,eye-state,106,42,0.605093,0.597463,0.581108,0.012333,external_results.csv,0.023985000000000034,64,"{""ccp_alpha"": 0.0001, ""criterion"": ""entropy"", ""max_depth"": 2, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 14, ""min_samples_split"": 32}",2.0,2,4,0,cart
CART,47,4,eye-state,89,42,0.714381,0.714953,0.692924,0.029601,external_results.csv,0.02145700000000006,47,"{""ccp_alpha"": 0.0, ""criterion"": ""entropy"", ""max_depth"": 5, ""min_impurity_decrease"": 0.005, ""min_samples_leaf"": 9, ""min_samples_split"": 8}",5.0,5,16,0,cart
CART,198,2,eye-state,240,42,0.650296,0.640187,0.649533,0.019757,external_results.csv,0.0007629999999999582,198,"{""ccp_alpha"": 0.001, ""criterion"": ""entropy"", ""max_depth"": 3, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 13, ""min_samples_split"": 16}",3.0,3,7,0,cart
CART,22,2,eye-state,64,42,0.605093,0.597463,0.581108,0.011938,external_results.csv,0.023985000000000034,22,"{""ccp_alpha"": 0.0001, ""criterion"": ""entropy"", ""max_depth"": 2, ""min_impurity_decrease"": 0.001, ""min_samples_leaf"": 28, ""min_samples_split"": 32}",2.0,2,4,0,cart
CART,89,0,eye-state,131,42,0.690921,0.669559,0.673231,0.0243,external_results.csv,0.017689999999999984,89,"{""ccp_alpha"": 0.001, ""criterion"": ""gini"", ""max_depth"": 4, ""min_impurity_decrease"": 0.001, ""min_samples_leaf"": 10, ""min_samples_split"": 16}",4.0,4,13,0,cart
CART,27,4,eye-state,69,42,0.697597,0.708278,0.674232,0.041907,external_results.csv,0.02336499999999997,27,"{""ccp_alpha"": 0.005, ""criterion"": ""gini"", ""max_depth"": 6, ""min_impurity_decrease"": 0.001, ""min_samples_leaf"": 22, ""min_samples_split"": 8}",6.0,5,11,0,cart
CART,51,0,eye-state,93,42,0.689586,0.667557,0.671228,0.022773,external_results.csv,0.018357999999999985,51,"{""ccp_alpha"": 0.0001, ""criterion"": ""entropy"", ""max_depth"": 4, ""min_impurity_decrease"": 0.001, ""min_samples_leaf"": 21, ""min_samples_split"": 32}",4.0,4,15,0,cart
CART,2,2,eye-state,44,42,0.664314,0.653538,0.64753,0.026901,external_results.csv,0.01678399999999991,2,"{""ccp_alpha"": 0.001, ""criterion"": ""entropy"", ""max_depth"": 4, ""min_impurity_decrease"": 0.0001, ""min_samples_leaf"": 27, ""min_samples_split"": 2}",4.0,4,13,0,cart
CART,60,2,eye-state,102,42,0.736983,0.722296,0.720961,0.034676,external_results.csv,0.01602200000000009,60,"{""ccp_alpha"": 0.0001, ""criterion"": ""gini"", ""max_depth"": 6, ""min_impurity_decrease"": 0.001, ""min_samples_leaf"": 18, ""min_samples_split"": 2}",6.0,6,35,0,cart
CART,137,3,eye-state,179,42,0.692924,0.692924,0.679239,0.030762,external_results.csv,0.013684999999999947,137,"{""ccp_alpha"": 0.01, ""criterion"": ""entropy"", ""max_depth"": 6, ""min_impurity_decrease"": 0.01, ""min_samples_leaf"": 5, ""min_samples_split"": 32}",6.0,4,8,0,cart
CART,85,0,eye-state,127,42,0.672993,0.64219,0.642857,0.017294,external_results.csv,0.03013599999999994,85,"{""ccp_alpha"": 0.0005, ""criterion"": ""entropy"", ""max_depth"": 3, ""min_impurity_decrease"": 0.0001, ""min_samples_leaf"": 20, ""min_samples_split"": 2}",3.0,3,8,0,cart
CART,69,1,eye-state,111,42,0.697215,0.698264,0.686916,0.029019,external_results.csv,0.010299000000000058,69,"{""ccp_alpha"": 0.005, ""criterion"": ""gini"", ""max_depth"": 4, ""min_impurity_decrease"": 0.0001, ""min_samples_leaf"": 24, ""min_samples_split"": 2}",4.0,4,8,0,cart
CART,103,1,eye-state,145,42,0.753958,0.743658,0.724633,0.042442,external_results.csv,0.029325000000000045,103,"{""ccp_alpha"": 0.0001, ""criterion"": ""entropy"", ""max_depth"": 6, ""min_impurity_decrease"": 0.0001, ""min_samples_leaf"": 2, ""min_samples_split"": 16}",6.0,6,42,0,cart
CART,98,0,eye-state,140,42,0.679859,0.648865,0.645861,0.034705,external_results.csv,0.03399799999999997,98,"{""ccp_alpha"": 0.01, ""criterion"": ""entropy"", ""max_depth"": 5, ""min_impurity_decrease"": 0.001, ""min_samples_leaf"": 23, ""min_samples_split"": 16}",5.0,5,11,0,cart
CART,116,2,eye-state,158,42,0.693305,0.682911,0.681909,0.022179,external_results.csv,0.011395999999999962,116,"{""ccp_alpha"": 0.0005, ""criterion"": ""gini"", ""max_depth"": 4, ""min_impurity_decrease"": 0.005, ""min_samples_leaf"": 2, ""min_samples_split"": 32}",4.0,4,8,0,cart
CART,129,1,eye-state,171,42,0.681862,0.6749,0.670227,0.03049,external_results.csv,0.011634999999999951,129,"{""ccp_alpha"": 0.0005, ""criterion"": ""entropy"", ""max_depth"": 4, ""min_impurity_decrease"": 0.005, ""min_samples_leaf"": 23, ""min_samples_split"": 2}",4.0,4,12,0,cart
CART,24,0,eye-state,66,42,0.629887,0.623498,0.619159,0.013577,external_results.csv,0.01072799999999996,24,"{""ccp_alpha"": 0.001, ""criterion"": ""entropy"", ""max_depth"": 2, ""min_impurity_decrease"": 0.005, ""min_samples_leaf"": 9, ""min_samples_split"": 32}",2.0,2,4,0,cart
CART,98,3,eye-state,140,42,0.696739,0.694259,0.684579,0.029019,external_results.csv,0.012159999999999949,98,"{""ccp_alpha"": 0.01, ""criterion"": ""entropy"", ""max_depth"": 5, ""min_impurity_decrease"": 0.001, ""min_samples_leaf"": 23, ""min_samples_split"": 16}",5.0,4,10,0,cart
CART,165,3,eye-state,207,42,0.709422,0.718291,0.699933,0.034645,external_results.csv,0.00948899999999997,165,"{""ccp_alpha"": 0.005, ""criterion"": ""gini"", ""max_depth"": 6, ""min_impurity_decrease"": 0.0005, ""min_samples_leaf"": 9, ""min_samples_split"": 4}",6.0,6,11,0,cart
CART,192,2,eye-state,234,42,0.66708,0.668224,0.667891,0.020747,external_results.csv,0.0008110000000000062,192,"{""ccp_alpha"": 0.0, ""criterion"": ""gini"", ""max_depth"": 3, ""min_impurity_decrease"": 0.0005, ""min_samples_leaf"": 10, ""min_samples_split"": 32}",3.0,3,7,0,cart
CART,142,4,eye-state,184,42,0.749762,0.736983,0.721295,0.033604,external_results.csv,0.02846700000000002,142,"{""ccp_alpha"": 0.0001, ""criterion"": ""gini"", ""max_depth"": 6, ""min_impurity_decrease"": 0.001, ""min_samples_leaf"": 11, ""min_samples_split"": 2}",6.0,6,30,0,cart
CART,51,1,eye-state,93,42,0.683578,0.6749,0.667557,0.023529,external_results.csv,0.016021000000000063,51,"{""ccp_alpha"": 0.0001, ""criterion"": ""entropy"", ""max_depth"": 4, ""min_impurity_decrease"": 0.001, ""min_samples_leaf"": 21, ""min_samples_split"": 32}",4.0,4,13,0,cart
CART,47,3,eye-state,89,42,0.706275,0.70227,0.691923,0.030253,external_results.csv,0.014352000000000031,47,"{""ccp_alpha"": 0.0, ""criterion"": ""entropy"", ""max_depth"": 5, ""min_impurity_decrease"": 0.005, ""min_samples_leaf"": 9, ""min_samples_split"": 8}",5.0,5,16,0,cart
