model,trial_id,fold,dataset,random_seed,base_seed,train_acc,val_acc,test_acc,elapsed_time,file_path,generalization_gap,_agg_trial,hyperparameters,max_depth,actual_depth,n_leaves,failed,model_clean
CART,87,0,eye-state,129,42,0.737269,0.703605,0.71996,0.04209,external_results.csv,0.017308999999999908,87,"{""ccp_alpha"": 0.005, ""criterion"": ""entropy"", ""max_depth"": 6, ""min_impurity_decrease"": 0.0001, ""min_samples_leaf"": 6, ""min_samples_split"": 4}",6.0,6,22,0,cart
CART,155,2,eye-state,197,42,0.687679,0.666222,0.67223,0.028464,external_results.csv,0.015449000000000046,155,"{""ccp_alpha"": 0.01, ""criterion"": ""entropy"", ""max_depth"": 5, ""min_impurity_decrease"": 0.005, ""min_samples_leaf"": 27, ""min_samples_split"": 32}",5.0,5,8,0,cart
CART,59,0,eye-state,101,42,0.718673,0.684246,0.703939,0.028634,external_results.csv,0.014734000000000025,59,"{""ccp_alpha"": 0.0, ""criterion"": ""gini"", ""max_depth"": 5, ""min_impurity_decrease"": 0.0005, ""min_samples_leaf"": 23, ""min_samples_split"": 32}",5.0,5,25,0,cart
CART,50,1,eye-state,92,42,0.675377,0.666222,0.662884,0.017921,external_results.csv,0.012492999999999976,50,"{""ccp_alpha"": 0.0005, ""criterion"": ""gini"", ""max_depth"": 3, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 31, ""min_samples_split"": 16}",3.0,3,7,0,cart
CART,186,0,eye-state,228,42,0.689586,0.667557,0.671228,0.026268,external_results.csv,0.018357999999999985,186,"{""ccp_alpha"": 0.0001, ""criterion"": ""entropy"", ""max_depth"": 4, ""min_impurity_decrease"": 0.0005, ""min_samples_leaf"": 19, ""min_samples_split"": 16}",4.0,4,15,0,cart
CART,24,3,eye-state,66,42,0.630936,0.622163,0.612817,0.013414,external_results.csv,0.018119000000000107,24,"{""ccp_alpha"": 0.001, ""criterion"": ""entropy"", ""max_depth"": 2, ""min_impurity_decrease"": 0.005, ""min_samples_leaf"": 9, ""min_samples_split"": 32}",2.0,2,4,0,cart
CART,107,0,eye-state,149,42,0.673088,0.641522,0.642857,0.016905,external_results.csv,0.030231000000000008,107,"{""ccp_alpha"": 0.001, ""criterion"": ""gini"", ""max_depth"": 3, ""min_impurity_decrease"": 0.0001, ""min_samples_leaf"": 27, ""min_samples_split"": 2}",3.0,3,7,0,cart
CART,15,1,eye-state,57,42,0.663837,0.654873,0.656208,0.033288,external_results.csv,0.007628999999999997,15,"{""ccp_alpha"": 0.01, ""criterion"": ""gini"", ""max_depth"": 6, ""min_impurity_decrease"": 0.0005, ""min_samples_leaf"": 27, ""min_samples_split"": 16}",6.0,3,4,0,cart
CART,157,0,eye-state,199,42,0.629887,0.623498,0.619159,0.011537,external_results.csv,0.01072799999999996,157,"{""ccp_alpha"": 0.0, ""criterion"": ""gini"", ""max_depth"": 2, ""min_impurity_decrease"": 0.001, ""min_samples_leaf"": 30, ""min_samples_split"": 16}",2.0,2,4,0,cart
CART,186,2,eye-state,228,42,0.664314,0.653538,0.64753,0.026889,external_results.csv,0.01678399999999991,186,"{""ccp_alpha"": 0.0001, ""criterion"": ""entropy"", ""max_depth"": 4, ""min_impurity_decrease"": 0.0005, ""min_samples_leaf"": 19, ""min_samples_split"": 16}",4.0,4,13,0,cart
CART,126,1,eye-state,168,42,0.744326,0.734312,0.72263,0.040888,external_results.csv,0.02169600000000005,126,"{""ccp_alpha"": 0.001, ""criterion"": ""gini"", ""max_depth"": 6, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 4, ""min_samples_split"": 4}",6.0,6,33,0,cart
CART,191,3,eye-state,233,42,0.630936,0.622163,0.612817,0.012558,external_results.csv,0.018119000000000107,191,"{""ccp_alpha"": 0.005, ""criterion"": ""gini"", ""max_depth"": 2, ""min_impurity_decrease"": 0.001, ""min_samples_leaf"": 3, ""min_samples_split"": 2}",2.0,2,4,0,cart
CART,73,1,eye-state,115,42,0.683578,0.6749,0.667557,0.030334,external_results.csv,0.016021000000000063,73,"{""ccp_alpha"": 0.0001, ""criterion"": ""entropy"", ""max_depth"": 4, ""min_impurity_decrease"": 0.001, ""min_samples_leaf"": 8, ""min_samples_split"": 16}",4.0,4,13,0,cart
CART,50,2,eye-state,92,42,0.66708,0.668224,0.667891,0.01689,external_results.csv,0.0008110000000000062,50,"{""ccp_alpha"": 0.0005, ""criterion"": ""gini"", ""max_depth"": 3, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 31, ""min_samples_split"": 16}",3.0,3,7,0,cart
CART,167,0,eye-state,209,42,0.717814,0.678238,0.701268,0.033864,external_results.csv,0.01654599999999995,167,"{""ccp_alpha"": 0.0005, ""criterion"": ""entropy"", ""max_depth"": 5, ""min_impurity_decrease"": 0.001, ""min_samples_leaf"": 20, ""min_samples_split"": 4}",5.0,5,28,0,cart
CART,109,1,eye-state,151,42,0.690063,0.68024,0.67223,0.037176,external_results.csv,0.017832999999999988,109,"{""ccp_alpha"": 0.01, ""criterion"": ""entropy"", ""max_depth"": 5, ""min_impurity_decrease"": 0.0005, ""min_samples_leaf"": 32, ""min_samples_split"": 8}",5.0,5,8,0,cart
CART,174,2,eye-state,216,42,0.650296,0.640187,0.649533,0.020765,external_results.csv,0.0007629999999999582,174,"{""ccp_alpha"": 0.0005, ""criterion"": ""entropy"", ""max_depth"": 3, ""min_impurity_decrease"": 0.005, ""min_samples_leaf"": 8, ""min_samples_split"": 32}",3.0,3,7,0,cart
CART,58,1,eye-state,100,42,0.66584,0.661549,0.656876,0.017393,external_results.csv,0.008963999999999972,58,"{""ccp_alpha"": 0.0, ""criterion"": ""entropy"", ""max_depth"": 3, ""min_impurity_decrease"": 0.001, ""min_samples_leaf"": 4, ""min_samples_split"": 32}",3.0,3,7,0,cart
CART,56,0,eye-state,98,42,0.629887,0.623498,0.619159,0.01828,external_results.csv,0.01072799999999996,56,"{""ccp_alpha"": 0.001, ""criterion"": ""gini"", ""max_depth"": 2, ""min_impurity_decrease"": 0.01, ""min_samples_leaf"": 24, ""min_samples_split"": 32}",2.0,2,4,0,cart
CART,7,4,eye-state,49,42,0.675281,0.676235,0.66255,0.017245,external_results.csv,0.012731000000000048,7,"{""ccp_alpha"": 0.0, ""criterion"": ""gini"", ""max_depth"": 3, ""min_impurity_decrease"": 0.001, ""min_samples_leaf"": 28, ""min_samples_split"": 4}",3.0,3,7,0,cart
CART,130,1,eye-state,172,42,0.663837,0.654873,0.656208,0.021847,external_results.csv,0.007628999999999997,130,"{""ccp_alpha"": 0.0, ""criterion"": ""gini"", ""max_depth"": 4, ""min_impurity_decrease"": 0.01, ""min_samples_leaf"": 24, ""min_samples_split"": 2}",4.0,3,4,0,cart
CART,171,1,eye-state,213,42,0.697215,0.698264,0.686916,0.024642,external_results.csv,0.010299000000000058,171,"{""ccp_alpha"": 0.0001, ""criterion"": ""gini"", ""max_depth"": 4, ""min_impurity_decrease"": 0.005, ""min_samples_leaf"": 14, ""min_samples_split"": 16}",4.0,4,8,0,cart
CART,176,1,eye-state,218,42,0.712951,0.700935,0.696262,0.029633,external_results.csv,0.016688999999999954,176,"{""ccp_alpha"": 0.001, ""criterion"": ""entropy"", ""max_depth"": 5, ""min_impurity_decrease"": 0.001, ""min_samples_leaf"": 29, ""min_samples_split"": 32}",5.0,5,23,0,cart
CART,79,3,eye-state,121,42,0.758917,0.733645,0.731308,0.033717,external_results.csv,0.027608999999999995,79,"{""ccp_alpha"": 0.0, ""criterion"": ""gini"", ""max_depth"": 6, ""min_impurity_decrease"": 0.0001, ""min_samples_leaf"": 13, ""min_samples_split"": 16}",6.0,6,43,0,cart
CART,174,3,eye-state,216,42,0.671944,0.659546,0.65721,0.017449,external_results.csv,0.014734000000000025,174,"{""ccp_alpha"": 0.0005, ""criterion"": ""entropy"", ""max_depth"": 3, ""min_impurity_decrease"": 0.005, ""min_samples_leaf"": 8, ""min_samples_split"": 32}",3.0,3,7,0,cart
CART,57,4,eye-state,99,42,0.709613,0.71028,0.68992,0.023787,external_results.csv,0.01969300000000007,57,"{""ccp_alpha"": 0.0001, ""criterion"": ""entropy"", ""max_depth"": 4, ""min_impurity_decrease"": 0.001, ""min_samples_leaf"": 25, ""min_samples_split"": 8}",4.0,4,13,0,cart
CART,123,4,eye-state,165,42,0.72058,0.711615,0.698264,0.028979,external_results.csv,0.022316000000000003,123,"{""ccp_alpha"": 0.001, ""criterion"": ""entropy"", ""max_depth"": 5, ""min_impurity_decrease"": 0.001, ""min_samples_leaf"": 29, ""min_samples_split"": 8}",5.0,5,23,0,cart
CART,102,3,eye-state,144,42,0.662026,0.65287,0.64486,0.017147,external_results.csv,0.017166000000000015,102,"{""ccp_alpha"": 0.01, ""criterion"": ""gini"", ""max_depth"": 3, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 11, ""min_samples_split"": 16}",3.0,3,4,0,cart
CART,47,2,eye-state,89,42,0.699695,0.682243,0.690921,0.034204,external_results.csv,0.008773999999999949,47,"{""ccp_alpha"": 0.0, ""criterion"": ""entropy"", ""max_depth"": 5, ""min_impurity_decrease"": 0.005, ""min_samples_leaf"": 9, ""min_samples_split"": 8}",5.0,5,17,0,cart
CART,79,1,eye-state,121,42,0.747282,0.735648,0.723298,0.041121,external_results.csv,0.023984000000000005,79,"{""ccp_alpha"": 0.0, ""criterion"": ""gini"", ""max_depth"": 6, ""min_impurity_decrease"": 0.0001, ""min_samples_leaf"": 13, ""min_samples_split"": 16}",6.0,6,43,0,cart
CART,145,2,eye-state,187,42,0.664314,0.653538,0.64753,0.026342,external_results.csv,0.01678399999999991,145,"{""ccp_alpha"": 0.0001, ""criterion"": ""entropy"", ""max_depth"": 4, ""min_impurity_decrease"": 0.0005, ""min_samples_leaf"": 19, ""min_samples_split"": 4}",4.0,4,13,0,cart
CART,83,2,eye-state,125,42,0.66708,0.668224,0.667891,0.019494,external_results.csv,0.0008110000000000062,83,"{""ccp_alpha"": 0.0001, ""criterion"": ""gini"", ""max_depth"": 3, ""min_impurity_decrease"": 0.0005, ""min_samples_leaf"": 4, ""min_samples_split"": 32}",3.0,3,7,0,cart
CART,17,0,eye-state,59,42,0.629887,0.623498,0.619159,0.015123,external_results.csv,0.01072799999999996,17,"{""ccp_alpha"": 0.001, ""criterion"": ""entropy"", ""max_depth"": 2, ""min_impurity_decrease"": 0.005, ""min_samples_leaf"": 24, ""min_samples_split"": 8}",2.0,2,4,0,cart
CART,162,4,eye-state,204,42,0.714381,0.714953,0.692924,0.030755,external_results.csv,0.02145700000000006,162,"{""ccp_alpha"": 0.0001, ""criterion"": ""entropy"", ""max_depth"": 5, ""min_impurity_decrease"": 0.005, ""min_samples_leaf"": 29, ""min_samples_split"": 8}",5.0,5,16,0,cart
CART,200,2,eye-state,242,42,0.649723,0.637517,0.625834,0.024103,external_results.csv,0.02388900000000005,200,"{""ccp_alpha"": 0.0005, ""criterion"": ""entropy"", ""max_depth"": 4, ""min_impurity_decrease"": 0.01, ""min_samples_leaf"": 15, ""min_samples_split"": 2}",4.0,4,7,0,cart
CART,154,2,eye-state,196,42,0.727541,0.713618,0.711949,0.032702,external_results.csv,0.01559199999999994,154,"{""ccp_alpha"": 0.0, ""criterion"": ""gini"", ""max_depth"": 5, ""min_impurity_decrease"": 0.0005, ""min_samples_leaf"": 12, ""min_samples_split"": 32}",5.0,5,24,0,cart
CART,64,4,eye-state,106,42,0.636849,0.634179,0.632176,0.012425,external_results.csv,0.004673000000000038,64,"{""ccp_alpha"": 0.0001, ""criterion"": ""entropy"", ""max_depth"": 2, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 14, ""min_samples_split"": 32}",2.0,2,4,0,cart
CART,179,0,eye-state,221,42,0.758631,0.726969,0.746662,0.040512,external_results.csv,0.011969000000000007,179,"{""ccp_alpha"": 0.0001, ""criterion"": ""gini"", ""max_depth"": 6, ""min_impurity_decrease"": 0.0001, ""min_samples_leaf"": 16, ""min_samples_split"": 8}",6.0,6,46,0,cart
CART,8,4,eye-state,50,42,0.694354,0.70227,0.670227,0.022634,external_results.csv,0.02412700000000001,8,"{""ccp_alpha"": 0.005, ""criterion"": ""entropy"", ""max_depth"": 4, ""min_impurity_decrease"": 0.01, ""min_samples_leaf"": 23, ""min_samples_split"": 16}",4.0,4,8,0,cart
CART,52,1,eye-state,94,42,0.697215,0.698264,0.686916,0.023938,external_results.csv,0.010299000000000058,52,"{""ccp_alpha"": 0.0001, ""criterion"": ""gini"", ""max_depth"": 5, ""min_impurity_decrease"": 0.005, ""min_samples_leaf"": 32, ""min_samples_split"": 4}",5.0,4,8,0,cart
CART,62,0,eye-state,104,42,0.672993,0.64219,0.642857,0.017683,external_results.csv,0.03013599999999994,62,"{""ccp_alpha"": 0.0001, ""criterion"": ""entropy"", ""max_depth"": 3, ""min_impurity_decrease"": 0.005, ""min_samples_leaf"": 11, ""min_samples_split"": 32}",3.0,3,7,0,cart
CART,151,4,eye-state,193,42,0.72058,0.711615,0.698264,0.031007,external_results.csv,0.022316000000000003,151,"{""ccp_alpha"": 0.001, ""criterion"": ""entropy"", ""max_depth"": 5, ""min_impurity_decrease"": 0.0001, ""min_samples_leaf"": 27, ""min_samples_split"": 8}",5.0,5,23,0,cart
CART,116,1,eye-state,158,42,0.697215,0.698264,0.686916,0.02594,external_results.csv,0.010299000000000058,116,"{""ccp_alpha"": 0.0005, ""criterion"": ""gini"", ""max_depth"": 4, ""min_impurity_decrease"": 0.005, ""min_samples_leaf"": 2, ""min_samples_split"": 32}",4.0,4,8,0,cart
CART,26,4,eye-state,68,42,0.666412,0.648865,0.654539,0.022601,external_results.csv,0.011873000000000022,26,"{""ccp_alpha"": 0.0001, ""criterion"": ""gini"", ""max_depth"": 5, ""min_impurity_decrease"": 0.01, ""min_samples_leaf"": 18, ""min_samples_split"": 8}",5.0,3,4,0,cart
CART,166,4,eye-state,208,42,0.672039,0.670227,0.658545,0.01764,external_results.csv,0.013494000000000006,166,"{""ccp_alpha"": 0.01, ""criterion"": ""entropy"", ""max_depth"": 3, ""min_impurity_decrease"": 0.005, ""min_samples_leaf"": 28, ""min_samples_split"": 32}",3.0,3,6,0,cart
CART,1,2,eye-state,43,42,0.605093,0.597463,0.581108,0.012088,external_results.csv,0.023985000000000034,1,"{""ccp_alpha"": 0.001, ""criterion"": ""entropy"", ""max_depth"": 2, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 13, ""min_samples_split"": 16}",2.0,2,4,0,cart
CART,29,1,eye-state,71,42,0.712474,0.699599,0.694259,0.029819,external_results.csv,0.018215000000000092,29,"{""ccp_alpha"": 0.001, ""criterion"": ""entropy"", ""max_depth"": 5, ""min_impurity_decrease"": 0.001, ""min_samples_leaf"": 16, ""min_samples_split"": 4}",5.0,5,23,0,cart
CART,106,1,eye-state,148,42,0.663837,0.654873,0.656208,0.028939,external_results.csv,0.007628999999999997,106,"{""ccp_alpha"": 0.01, ""criterion"": ""gini"", ""max_depth"": 5, ""min_impurity_decrease"": 0.001, ""min_samples_leaf"": 15, ""min_samples_split"": 16}",5.0,3,4,0,cart
CART,25,4,eye-state,67,42,0.709613,0.71028,0.68992,0.023248,external_results.csv,0.01969300000000007,25,"{""ccp_alpha"": 0.0005, ""criterion"": ""entropy"", ""max_depth"": 4, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 18, ""min_samples_split"": 8}",4.0,4,13,0,cart
CART,100,2,eye-state,142,42,0.726683,0.711615,0.711282,0.028465,external_results.csv,0.015400999999999998,100,"{""ccp_alpha"": 0.0005, ""criterion"": ""gini"", ""max_depth"": 5, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 17, ""min_samples_split"": 2}",5.0,5,24,0,cart
CART,108,2,eye-state,150,42,0.687679,0.666222,0.67223,0.024729,external_results.csv,0.015449000000000046,108,"{""ccp_alpha"": 0.0001, ""criterion"": ""entropy"", ""max_depth"": 5, ""min_impurity_decrease"": 0.01, ""min_samples_leaf"": 19, ""min_samples_split"": 2}",5.0,5,8,0,cart
CART,145,0,eye-state,187,42,0.689586,0.667557,0.671228,0.023302,external_results.csv,0.018357999999999985,145,"{""ccp_alpha"": 0.0001, ""criterion"": ""entropy"", ""max_depth"": 4, ""min_impurity_decrease"": 0.0005, ""min_samples_leaf"": 19, ""min_samples_split"": 4}",4.0,4,15,0,cart
CART,15,0,eye-state,57,42,0.641903,0.628838,0.619493,0.03328,external_results.csv,0.02241000000000004,15,"{""ccp_alpha"": 0.01, ""criterion"": ""gini"", ""max_depth"": 6, ""min_impurity_decrease"": 0.0005, ""min_samples_leaf"": 27, ""min_samples_split"": 16}",6.0,3,5,0,cart
CART,35,3,eye-state,77,42,0.672516,0.661549,0.657543,0.017514,external_results.csv,0.014973000000000014,35,"{""ccp_alpha"": 0.005, ""criterion"": ""gini"", ""max_depth"": 3, ""min_impurity_decrease"": 0.001, ""min_samples_leaf"": 21, ""min_samples_split"": 16}",3.0,3,7,0,cart
CART,52,3,eye-state,94,42,0.697311,0.696262,0.684913,0.029711,external_results.csv,0.01239800000000002,52,"{""ccp_alpha"": 0.0001, ""criterion"": ""gini"", ""max_depth"": 5, ""min_impurity_decrease"": 0.005, ""min_samples_leaf"": 32, ""min_samples_split"": 4}",5.0,4,9,0,cart
CART,20,0,eye-state,62,42,0.704558,0.674232,0.681575,0.032124,external_results.csv,0.022982999999999976,20,"{""ccp_alpha"": 0.005, ""criterion"": ""gini"", ""max_depth"": 5, ""min_impurity_decrease"": 0.005, ""min_samples_leaf"": 19, ""min_samples_split"": 16}",5.0,5,12,0,cart
CART,141,0,eye-state,183,42,0.679859,0.648865,0.645861,0.027117,external_results.csv,0.03399799999999997,141,"{""ccp_alpha"": 0.0001, ""criterion"": ""entropy"", ""max_depth"": 5, ""min_impurity_decrease"": 0.01, ""min_samples_leaf"": 29, ""min_samples_split"": 32}",5.0,5,11,0,cart
CART,34,4,eye-state,76,42,0.694354,0.70227,0.670227,0.025877,external_results.csv,0.02412700000000001,34,"{""ccp_alpha"": 0.0005, ""criterion"": ""entropy"", ""max_depth"": 5, ""min_impurity_decrease"": 0.01, ""min_samples_leaf"": 16, ""min_samples_split"": 32}",5.0,4,8,0,cart
CART,173,0,eye-state,215,42,0.74938,0.712951,0.73498,0.041735,external_results.csv,0.01440000000000008,173,"{""ccp_alpha"": 0.001, ""criterion"": ""entropy"", ""max_depth"": 6, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 7, ""min_samples_split"": 32}",6.0,6,46,0,cart
CART,87,4,eye-state,129,42,0.727446,0.73231,0.700267,0.042305,external_results.csv,0.027179000000000064,87,"{""ccp_alpha"": 0.005, ""criterion"": ""entropy"", ""max_depth"": 6, ""min_impurity_decrease"": 0.0001, ""min_samples_leaf"": 6, ""min_samples_split"": 4}",6.0,6,23,0,cart
CART,193,0,eye-state,235,42,0.629887,0.623498,0.619159,0.014757,external_results.csv,0.01072799999999996,193,"{""ccp_alpha"": 0.0001, ""criterion"": ""entropy"", ""max_depth"": 2, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 32, ""min_samples_split"": 8}",2.0,2,4,0,cart
CART,45,3,eye-state,87,42,0.630936,0.622163,0.612817,0.011989,external_results.csv,0.018119000000000107,45,"{""ccp_alpha"": 0.001, ""criterion"": ""entropy"", ""max_depth"": 2, ""min_impurity_decrease"": 0.005, ""min_samples_leaf"": 1, ""min_samples_split"": 8}",2.0,2,4,0,cart
CART,107,1,eye-state,149,42,0.675377,0.666222,0.662884,0.020174,external_results.csv,0.012492999999999976,107,"{""ccp_alpha"": 0.001, ""criterion"": ""gini"", ""max_depth"": 3, ""min_impurity_decrease"": 0.0001, ""min_samples_leaf"": 27, ""min_samples_split"": 2}",3.0,3,7,0,cart
CART,55,2,eye-state,97,42,0.705798,0.694259,0.699599,0.02238,external_results.csv,0.006199000000000066,55,"{""ccp_alpha"": 0.001, ""criterion"": ""gini"", ""max_depth"": 4, ""min_impurity_decrease"": 0.0005, ""min_samples_leaf"": 4, ""min_samples_split"": 16}",4.0,4,13,0,cart
CART,23,4,eye-state,65,42,0.675281,0.676235,0.66255,0.017303,external_results.csv,0.012731000000000048,23,"{""ccp_alpha"": 0.0001, ""criterion"": ""gini"", ""max_depth"": 3, ""min_impurity_decrease"": 0.001, ""min_samples_leaf"": 20, ""min_samples_split"": 2}",3.0,3,7,0,cart
CART,191,1,eye-state,233,42,0.634846,0.625501,0.630841,0.015872,external_results.csv,0.004005000000000036,191,"{""ccp_alpha"": 0.005, ""criterion"": ""gini"", ""max_depth"": 2, ""min_impurity_decrease"": 0.001, ""min_samples_leaf"": 3, ""min_samples_split"": 2}",2.0,2,4,0,cart
CART,25,0,eye-state,67,42,0.689586,0.667557,0.671228,0.023949,external_results.csv,0.018357999999999985,25,"{""ccp_alpha"": 0.0005, ""criterion"": ""entropy"", ""max_depth"": 4, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 18, ""min_samples_split"": 8}",4.0,4,15,0,cart
CART,129,3,eye-state,171,42,0.706275,0.70227,0.691923,0.02288,external_results.csv,0.014352000000000031,129,"{""ccp_alpha"": 0.0005, ""criterion"": ""entropy"", ""max_depth"": 4, ""min_impurity_decrease"": 0.005, ""min_samples_leaf"": 23, ""min_samples_split"": 2}",4.0,4,12,0,cart
CART,117,4,eye-state,159,42,0.675281,0.676235,0.66255,0.017751,external_results.csv,0.012731000000000048,117,"{""ccp_alpha"": 0.0001, ""criterion"": ""entropy"", ""max_depth"": 3, ""min_impurity_decrease"": 0.001, ""min_samples_leaf"": 14, ""min_samples_split"": 32}",3.0,3,7,0,cart
CART,97,2,eye-state,139,42,0.62407,0.633511,0.629506,0.012224,external_results.csv,0.005435999999999996,97,"{""ccp_alpha"": 0.001, ""criterion"": ""gini"", ""max_depth"": 2, ""min_impurity_decrease"": 0.001, ""min_samples_leaf"": 25, ""min_samples_split"": 8}",2.0,2,4,0,cart
CART,113,0,eye-state,155,42,0.673088,0.641522,0.642857,0.017742,external_results.csv,0.030231000000000008,113,"{""ccp_alpha"": 0.001, ""criterion"": ""gini"", ""max_depth"": 3, ""min_impurity_decrease"": 0.005, ""min_samples_leaf"": 32, ""min_samples_split"": 4}",3.0,3,7,0,cart
CART,45,0,eye-state,87,42,0.629887,0.623498,0.619159,0.01259,external_results.csv,0.01072799999999996,45,"{""ccp_alpha"": 0.001, ""criterion"": ""entropy"", ""max_depth"": 2, ""min_impurity_decrease"": 0.005, ""min_samples_leaf"": 1, ""min_samples_split"": 8}",2.0,2,4,0,cart
CART,64,3,eye-state,106,42,0.630936,0.622163,0.612817,0.012124,external_results.csv,0.018119000000000107,64,"{""ccp_alpha"": 0.0001, ""criterion"": ""entropy"", ""max_depth"": 2, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 14, ""min_samples_split"": 32}",2.0,2,4,0,cart
CART,48,3,eye-state,90,42,0.706275,0.70227,0.691923,0.026135,external_results.csv,0.014352000000000031,48,"{""ccp_alpha"": 0.0001, ""criterion"": ""entropy"", ""max_depth"": 4, ""min_impurity_decrease"": 0.005, ""min_samples_leaf"": 4, ""min_samples_split"": 4}",4.0,4,12,0,cart
